Total pixels count: 130467

repeat      count
-------     --------
1           129306
2           579
3           1

pixels repating 3 times:
---------------------------------------
position(x,y)        color(r,g,b)
--------------       -------------
(457, 106)           (115, 124, 4)
(137, 156)           (115, 124, 4)
(176, 252)           (115, 124, 4)


pixels repeating 2 times:
--------------------------------------
position(x,y)        color(r,g,b)
--------------       -------------
(293, 186)           (68, 127, 68)
(321, 186)           (33, 143, 4)
(370, 186)           (48, 57, 191)
(408, 186)           (10, 125, 21)
(427, 186)           (202, 210, 20)
(207, 187)           (18, 29, 128)
(286, 187)           (14, 137, 65)
(358, 187)           (68, 218, 57)
(173, 188)           (156, 5, 157)
(209, 188)           (217, 154, 168)
(262, 188)           (63, 188, 185)
(342, 188)           (229, 151, 133)
(412, 188)           (223, 159, 155)
(312, 189)           (172, 130, 4)
(377, 189)           (214, 168, 183)
(396, 190)           (60, 131, 4)
(419, 190)           (18, 143, 169)
(0, 191)             (8, 222, 21)
(161, 191)           (166, 117, 159)
(165, 191)           (238, 94, 175)
(413, 191)           (93, 17, 114)
(55, 192)            (206, 33, 224)
(350, 192)           (214, 27, 127)
(374, 192)           (215, 9, 167)
(167, 193)           (111, 235, 154)
(247, 193)           (143, 53, 50)
(355, 193)           (117, 23, 246)
(362, 193)           (131, 104, 54)
(434, 193)           (77, 217, 4)
(3, 194)             (118, 94, 166)
(14, 194)            (209, 62, 153)
(150, 194)           (141, 171, 137)
(192, 194)           (44, 16, 129)
(372, 194)           (5, 46, 50)
(131, 195)           (1, 247, 218)
(302, 195)           (129, 112, 165)
(324, 195)           (83, 161, 133)
(331, 195)           (159, 82, 186)
(365, 195)           (211, 15, 42)
(116, 196)           (236, 53, 164)
(187, 196)           (70, 195, 2)
(277, 196)           (206, 28, 15)
(361, 196)           (27, 189, 10)
(59, 197)            (138, 135, 3)
(115, 197)           (101, 147, 140)
(125, 197)           (234, 194, 32)
(126, 197)           (90, 183, 88)
(54, 198)            (184, 122, 38)
(101, 198)           (90, 183, 88)
(131, 198)           (135, 85, 207)
(383, 198)           (149, 121, 184)
(418, 198)           (143, 53, 50)
(212, 199)           (115, 154, 62)
(43, 200)            (118, 22, 155)
(233, 200)           (191, 140, 44)
(270, 200)           (232, 165, 34)
(347, 200)           (97, 253, 125)
(60, 201)            (18, 29, 128)
(195, 201)           (145, 0, 74)
(412, 201)           (9, 189, 100)
(434, 201)           (96, 107, 248)
(52, 202)            (114, 143, 174)
(153, 202)           (243, 191, 1)
(291, 202)           (180, 223, 163)
(398, 202)           (139, 64, 218)
(8, 203)             (94, 17, 27)
(111, 203)           (129, 246, 179)
(165, 203)           (190, 15, 208)
(168, 203)           (235, 19, 27)
(309, 203)           (74, 31, 103)
(416, 203)           (60, 233, 35)
(38, 204)            (168, 193, 4)
(126, 204)           (7, 79, 185)
(245, 204)           (80, 165, 254)
(379, 204)           (19, 228, 150)
(60, 205)            (219, 187, 127)
(229, 205)           (231, 75, 34)
(8, 206)             (227, 201, 236)
(60, 206)            (58, 85, 4)
(146, 206)           (221, 87, 226)
(349, 206)           (161, 97, 9)
(98, 207)            (188, 33, 36)
(154, 207)           (30, 162, 89)
(205, 207)           (125, 252, 164)
(278, 207)           (161, 97, 9)
(327, 207)           (75, 112, 4)
(461, 207)           (143, 173, 241)
(0, 208)             (167, 27, 243)
(1, 208)             (150, 69, 245)
(12, 208)            (163, 224, 108)
(48, 208)            (151, 179, 46)
(166, 208)           (83, 213, 203)
(311, 208)           (236, 162, 136)
(77, 209)            (234, 102, 4)
(412, 209)           (116, 39, 4)
(364, 210)           (133, 151, 217)
(425, 210)           (168, 201, 4)
(27, 211)            (76, 139, 78)
(136, 211)           (88, 214, 121)
(179, 211)           (6, 27, 217)
(437, 211)           (145, 225, 44)
(2, 212)             (176, 130, 153)
(142, 212)           (129, 246, 179)
(260, 212)           (71, 137, 65)
(284, 212)           (68, 184, 98)
(296, 212)           (64, 71, 113)
(452, 212)           (26, 9, 55)
(18, 213)            (88, 128, 86)
(162, 213)           (134, 40, 60)
(286, 213)           (136, 154, 108)
(460, 213)           (77, 217, 4)
(104, 214)           (72, 74, 202)
(158, 214)           (111, 235, 154)
(229, 214)           (150, 69, 245)
(314, 214)           (94, 138, 164)
(336, 214)           (34, 14, 198)
(426, 214)           (214, 45, 119)
(348, 215)           (143, 173, 241)
(367, 215)           (80, 10, 132)
(388, 215)           (62, 86, 84)
(285, 216)           (115, 224, 242)
(300, 216)           (52, 207, 253)
(351, 216)           (30, 150, 131)
(468, 216)           (65, 133, 185)
(27, 217)            (151, 180, 80)
(314, 217)           (196, 78, 163)
(411, 217)           (210, 9, 176)
(352, 218)           (250, 195, 197)
(425, 218)           (169, 171, 21)
(108, 219)           (109, 138, 20)
(186, 219)           (91, 50, 132)
(219, 219)           (24, 89, 165)
(16, 220)            (120, 68, 253)
(462, 220)           (41, 45, 229)
(95, 221)            (120, 51, 151)
(250, 221)           (112, 92, 148)
(339, 221)           (144, 99, 245)
(69, 222)            (162, 52, 173)
(75, 222)            (13, 232, 4)
(147, 222)           (165, 182, 100)
(178, 222)           (83, 213, 203)
(244, 222)           (28, 190, 110)
(329, 222)           (16, 83, 85)
(387, 222)           (36, 203, 122)
(39, 223)            (220, 190, 165)
(125, 223)           (204, 163, 102)
(227, 223)           (18, 235, 38)
(288, 223)           (8, 93, 212)
(342, 223)           (235, 19, 27)
(401, 223)           (106, 212, 4)
(145, 224)           (208, 48, 220)
(249, 224)           (19, 212, 172)
(315, 224)           (171, 103, 213)
(172, 225)           (172, 232, 33)
(430, 225)           (134, 138, 53)
(74, 226)            (18, 143, 169)
(121, 226)           (118, 180, 185)
(255, 226)           (143, 23, 214)
(342, 226)           (55, 82, 145)
(441, 226)           (202, 214, 43)
(74, 227)            (166, 159, 166)
(128, 227)           (215, 44, 63)
(196, 227)           (197, 19, 200)
(219, 227)           (42, 35, 200)
(245, 227)           (137, 114, 4)
(0, 228)             (218, 235, 157)
(199, 228)           (91, 203, 4)
(302, 228)           (82, 234, 232)
(400, 228)           (109, 157, 4)
(137, 229)           (201, 14, 89)
(193, 229)           (138, 80, 47)
(237, 229)           (144, 90, 79)
(267, 229)           (243, 124, 107)
(466, 229)           (202, 122, 146)
(95, 230)            (76, 164, 208)
(210, 230)           (155, 187, 17)
(365, 230)           (204, 56, 143)
(367, 230)           (37, 203, 192)
(106, 231)           (249, 237, 226)
(157, 231)           (156, 244, 145)
(261, 231)           (224, 4, 87)
(399, 231)           (24, 161, 133)
(47, 232)            (206, 32, 251)
(264, 232)           (104, 41, 161)
(301, 232)           (12, 164, 218)
(107, 233)           (244, 198, 212)
(176, 233)           (183, 184, 21)
(157, 234)           (45, 129, 246)
(206, 234)           (118, 68, 43)
(228, 234)           (52, 209, 208)
(239, 234)           (252, 172, 103)
(360, 234)           (71, 214, 22)
(407, 234)           (206, 196, 197)
(104, 235)           (115, 154, 62)
(105, 235)           (55, 2, 4)
(150, 235)           (19, 170, 7)
(211, 235)           (152, 43, 159)
(258, 235)           (166, 46, 75)
(337, 235)           (232, 185, 86)
(39, 236)            (88, 129, 190)
(286, 236)           (133, 80, 80)
(327, 236)           (57, 245, 88)
(367, 236)           (143, 14, 4)
(388, 236)           (96, 176, 184)
(460, 236)           (91, 203, 4)
(56, 237)            (219, 88, 60)
(273, 237)           (142, 203, 22)
(319, 237)           (41, 221, 10)
(322, 237)           (210, 9, 176)
(323, 237)           (210, 65, 113)
(364, 237)           (89, 35, 215)
(412, 237)           (6, 11, 4)
(463, 237)           (111, 25, 235)
(95, 238)            (180, 106, 233)
(283, 238)           (231, 75, 34)
(308, 238)           (100, 231, 25)
(18, 239)            (76, 135, 146)
(139, 239)           (108, 165, 17)
(215, 239)           (139, 64, 218)
(120, 240)           (155, 187, 17)
(186, 240)           (172, 130, 4)
(189, 240)           (10, 122, 189)
(199, 240)           (176, 130, 153)
(379, 240)           (158, 114, 230)
(393, 240)           (83, 251, 218)
(417, 240)           (32, 52, 178)
(14, 241)            (173, 44, 228)
(160, 241)           (10, 122, 189)
(180, 241)           (114, 159, 192)
(273, 241)           (138, 127, 227)
(327, 241)           (174, 70, 248)
(336, 241)           (25, 28, 163)
(386, 241)           (33, 69, 225)
(138, 242)           (89, 14, 142)
(187, 242)           (6, 11, 4)
(272, 242)           (212, 132, 232)
(27, 243)            (179, 123, 172)
(61, 243)            (135, 114, 56)
(438, 243)           (5, 82, 238)
(181, 244)           (118, 94, 166)
(392, 244)           (100, 231, 25)
(400, 244)           (41, 152, 205)
(136, 245)           (177, 93, 140)
(278, 245)           (228, 226, 73)
(307, 245)           (205, 87, 192)
(62, 246)            (30, 48, 0)
(124, 246)           (71, 214, 22)
(156, 246)           (5, 82, 238)
(169, 246)           (244, 49, 4)
(179, 246)           (253, 226, 9)
(202, 246)           (114, 238, 173)
(332, 246)           (190, 219, 5)
(343, 246)           (205, 168, 71)
(351, 246)           (165, 87, 25)
(57, 247)            (79, 81, 5)
(157, 247)           (197, 84, 164)
(165, 247)           (79, 81, 5)
(218, 247)           (94, 17, 27)
(108, 248)           (30, 242, 4)
(110, 248)           (73, 249, 1)
(277, 248)           (232, 100, 198)
(335, 248)           (53, 126, 223)
(63, 249)            (204, 61, 20)
(93, 249)            (157, 222, 66)
(220, 249)           (107, 83, 226)
(233, 249)           (207, 247, 121)
(425, 249)           (122, 7, 254)
(12, 250)            (61, 94, 78)
(163, 250)           (11, 15, 114)
(198, 250)           (101, 241, 203)
(200, 250)           (209, 62, 153)
(203, 250)           (199, 75, 98)
(259, 250)           (194, 75, 4)
(356, 251)           (241, 217, 113)
(66, 252)            (55, 2, 4)
(352, 252)           (86, 33, 19)
(366, 252)           (165, 26, 102)
(22, 253)            (218, 122, 82)
(180, 253)           (213, 248, 203)
(200, 253)           (76, 135, 146)
(249, 253)           (227, 119, 91)
(413, 253)           (11, 15, 114)
(212, 254)           (234, 80, 224)
(326, 254)           (73, 85, 17)
(344, 254)           (93, 85, 21)
(407, 254)           (129, 108, 98)
(421, 254)           (135, 85, 207)
(436, 254)           (246, 46, 195)
(122, 255)           (17, 141, 20)
(150, 255)           (141, 135, 4)
(361, 255)           (217, 73, 56)
(23, 256)            (206, 5, 230)
(135, 256)           (24, 4, 179)
(183, 256)           (217, 19, 114)
(206, 256)           (25, 157, 128)
(410, 256)           (60, 131, 4)
(425, 256)           (190, 156, 23)
(29, 257)            (139, 81, 4)
(69, 257)            (242, 159, 218)
(334, 257)           (243, 124, 107)
(69, 258)            (101, 105, 38)
(121, 258)           (254, 254, 99)
(127, 258)           (125, 252, 164)
(176, 258)           (109, 138, 20)
(298, 258)           (157, 99, 192)
(447, 258)           (29, 8, 200)
(458, 258)           (48, 188, 185)
(110, 259)           (141, 135, 4)
(200, 259)           (34, 68, 41)
(258, 259)           (1, 247, 218)
(319, 259)           (192, 94, 40)
(432, 259)           (147, 193, 140)
(437, 259)           (176, 204, 70)
(2, 260)             (187, 71, 103)
(123, 260)           (124, 59, 174)
(239, 260)           (158, 114, 230)
(358, 260)           (104, 41, 161)
(41, 261)            (146, 198, 54)
(114, 262)           (129, 112, 165)
(241, 262)           (68, 184, 98)
(297, 262)           (114, 20, 188)
(414, 262)           (15, 90, 54)
(269, 263)           (13, 206, 132)
(297, 263)           (11, 142, 4)
(34, 264)            (82, 143, 120)
(58, 264)            (214, 168, 183)
(258, 264)           (83, 225, 170)
(362, 264)           (123, 10, 75)
(377, 264)           (157, 49, 221)
(100, 265)           (93, 17, 114)
(218, 265)           (88, 214, 121)
(237, 265)           (206, 93, 111)
(421, 265)           (19, 170, 7)
(185, 266)           (218, 23, 122)
(46, 267)            (175, 216, 224)
(373, 267)           (119, 54, 210)
(5, 268)             (180, 111, 31)
(136, 268)           (151, 86, 68)
(200, 268)           (171, 241, 112)
(260, 268)           (162, 52, 173)
(301, 268)           (131, 219, 177)
(390, 268)           (214, 27, 127)
(178, 269)           (75, 70, 4)
(193, 269)           (229, 59, 92)
(210, 269)           (84, 223, 174)
(310, 269)           (139, 240, 26)
(125, 270)           (230, 253, 195)
(390, 270)           (44, 16, 129)
(446, 270)           (86, 134, 46)
(293, 271)           (46, 98, 153)
(19, 272)            (40, 41, 20)
(221, 272)           (164, 231, 234)
(201, 273)           (15, 102, 61)
(444, 273)           (151, 179, 46)
(322, 274)           (149, 23, 248)
(373, 274)           (233, 221, 210)
(384, 274)           (145, 0, 74)
(80, 275)            (15, 102, 61)
(92, 275)            (56, 198, 219)
(183, 275)           (146, 74, 191)
(411, 275)           (206, 196, 197)
(11, 276)            (104, 47, 233)
(46, 276)            (114, 51, 175)
(286, 276)           (156, 244, 145)
(328, 276)           (170, 229, 4)
(373, 276)           (93, 203, 65)
